word,cnt
penetraba,42
penetrado,586
penetrando,285
penetrante,483
penetrar,1779
penitencia,1262
pensaba,51944
pensamiento,10102
pensamientos,12515
pensando,87043
pensar,106702
pensara,2904
pensaron,4050
pensará,4096
pensativa,139
pensativo,319
pensábamos,3304
pensé,151785
pensó,15416
penumbra,497
peor,75541
peores,10144
pequeña,80802
pequeñas,15868
pequeño,111645
pequeños,23767
pera,1104
percate,62
percepción,2247
perceptible,128
perceptuales,0
percha,372
percibiendo,193
percibimos,231
percibir,1003
percibí,518
percibía,175
perdedores,4016
perder,66196
perderla,3685
perderse,3751
perdida,13204
perdido,72120
perdidos,8328
perdiendo,18732
perdiéndose,133
perdió,24134
perdurable,130
perdía,1418
perdón,82609
perdóneme,15459
perecen,134
pereda,6
pereza,685
perezosa,595
perfeccionadas,24
perfeccionamiento,97
perfeccionarse,78
perfección,3931
perfecta,22012
perfectamente,19554
perfecto,66184
perfil,7625
perfumadas,174
perfume,6335
periodista,9425
periodístico,365
perjudicado,429
permanece,4643
permanecerá,1745
permanecido,762
permanecí,200
permanencia,344
permite,23871
permiten,6860
permitirle,2179
permití,1074
permitía,1120
permitían,462
pero,2487701
peronismo,6
peronista,35
perplejo,592
perplejos,170
perrazo,0
perrito,6352
perro,72418
perros,27518
persecución,4409
perseguido,2087
perseguidos,690
persiguiendo,5168
persiste,555
persisten,134
persona,130803
personaje,11979
personal,51592
personales,9788
personalidad,8669
personalmente,14932
personas,136522
perspectiva,5589
perspectivas,812
pertenece,17640
pertenecen,4061
pertenecía,3201
pertenecían,647
perturbadas,64
perversamente,76
período,6139
períodos,726
perón,176
pesa,5736
pesaba,1034
pesada,5909
pesadamente,87
pesadas,1763
pesadillas,5980
pesado,10692
pesan,1076
pesando,313
pesar,24931
pescado,14376
pescar,7387
pese,1905
pestañeando,37
pestañear,307
peste,3999
pesuñas,18
peters,0
petiso,92
pez,14673
piaget,26
piagetianos,0
pianista,1944
piano,11509
pibe,562
picadura,667
picana,52
picante,2820
pico,8574
picó,1200
pide,18596
piden,4983
pidieron,4986
pidió,31069
pie,55116
piedad,9902
piedra,22254
piedras,11359
piel,29026
piensa,73919
piense,14306
pienso,77641
pierde,13433
pierden,5175
pierna,25173
piernas,28641
pies,41723
pieza,13946
pijama,2900
pila,4681
pileta,746
piloteado,61
pinta,9159
pintaba,542
pintan,724
pinza,969
piolín,127
piquete,406
pis,3640
pisadas,1060
pisando,950
pisar,1796
pisarla,196
piso,44636
pista,30465
pisándonos,91
pitadas,38
plan,74609
planchado,321
planeaba,1735
planear,2890
planes,27438
planeta,37973
planetas,4559
planificada,153
planifican,40
plano,7521
planta,14560
plantadas,136
plantar,2135
plantas,7728
plantes,76
plantitas,0
plants,0
plantígrados,0
plasmado,47
plata,15534
platea,287
platos,8782
playa,22777
playas,1924
plaza,10002
plazas,704
plegada,41
plegarias,2156
plena,5948
plenamente,1431
plenitud,391
pleno,3468
plomos,109
pluma,6368
plumaje,209
plumas,4118
plácido,136
plástica,1658
plástico,7622
pobre,57120
pobrecilla,714
pobres,15034
pobreza,3926
poca,10479
pocas,14388
poco,406193
pocos,21800
podcasts,0
podemos,290277
poder,131411
poderosa,7510
poderoso,13757
podido,32195
podré,21913
podría,315557
podríamos,58580
podrían,36653
podés,0
podía,98019
podíamos,10502
podían,10761
poema,6550
poemas,3091
poesía,7227
poeta,5694
poetisa,230
polaroid,335
polen,712
policía,181737
policías,25458
polleras,55
polvo,19602
polvorientos,108
polvos,1064
política,23613
político,8379
polítono,0
pompa,316
pomposo,534
pondrá,10527
pondrían,690
pone,37379
ponemos,6391
ponen,12911
poner,62727
ponerla,6490
ponerle,16356
ponerme,25172
ponernos,7167
ponerse,21868
pongo,17589
poniendo,16779
poniéndose,1792
ponérselo,1194
ponía,4907
poníamos,373
ponían,1278
populares,2094
por,4774012
porcelana,1427
pordiosera,116
pordioseros,316
porfiado,42
porque,699594
port,1165
portara,85
portezuela,104
porteño,13
pos,886
posara,50
posarme,10
poseedor,260
posesiones,1694
posibilidad,23642
posible,98241
posibles,5876
posición,38333
positiva,3151
positivas,587
postales,1382
poste,2649
postergar,200
postura,3681
posverdad,0
posándose,26
posó,336
potencial,6698
potencialidades,12
potencias,379
potro,1158
pozo,8522
poética,570
poéticas,104
poético,1007
practicado,1110
prats,28
precaución,3300
precio,32212
precios,4579
preciosos,2953
precipitado,889
precipité,190
precisa,3130
precisamente,12996
precisiones,29
precisión,2969
preciso,8582
precisos,1166
precursor,200
precursoras,11
predicador,2282
predominantemente,102
preferible,844
preferido,4760
prefería,1531
prefiere,7161
pregunta,96962
preguntaba,16683
preguntando,11126
preguntar,23319
preguntarle,26956
preguntarme,11119
preguntaron,2398
preguntarse,2280
preguntará,1189
preguntaría,1210
pregunto,36791
preguntándome,3450
preguntándose,1431
preguntás,67
pregunté,14054
preguntó,12381
premia,151
premoniciones,323
prenda,1652
prendas,1171
prendida,639
prendido,856
prendió,1080
prendí,321
prensa,24527
preocupa,29806
preocupaba,3955
preocupación,7949
preocupada,14459
preocupado,23117
preocupar,1984
preocupes,84509
preparado,29033
preparó,2258
prescindir,1111
presencia,16875
presentado,4940
presentan,1526
presentaras,166
presentarle,5791
presentarlo,994
presentaron,1318
presentarán,394
presente,22090
presentes,5282
presentársela,321
preserva,139
preservado,248
preservan,45
presiden,15
presidencia,2309
presidente,76357
presintiera,5
presión,24849
presos,3985
prestaba,437
prestaban,83
prestado,7576
prestar,3492
presto,1791
prestábamos,18
presuntas,47
presupuestados,9
presupuesto,5707
pretende,4575
pretendiente,822
pretendiera,93
pretexto,1776
prevenir,2789
previendo,67
previsto,4093
primas,1057
primavera,12485
primer,107018
primera,151748
primeras,8530
primero,144361
primeros,16523
primitiva,1071
primitivo,1579
principal,29232
principales,5118
principalmente,3891
principia,7
principio,41748
principito,301
prioridad,6386
prisionero,11766
prisioneros,12196
prisma,157
privacidad,4523
privacía,0
privilegio,4813
privilegios,2342
probabilidad,3059
probabilidades,6010
probable,13980
probablemente,75381
probables,334
probada,777
probar,28806
probarle,986
probarme,1806
probarse,1077
problable,0
problema,209037
problemas,131960
probó,1570
procede,1723
procedentes,284
procedimiento,8322
procedimientos,2925
procesados,284
proceso,17609
procesos,1000
proclamaba,30
procura,1753
procuraba,57
producciones,590
producción,7982
produce,4897
producen,1768
producido,1998
producidos,205
producir,3773
productivas,148
producto,8464
productor,5673
producía,351
produzca,502
profesionales,6249
profesor,49461
profunda,6719
profundamente,8296
profundas,2641
profundidad,5315
profundidades,2020
profundo,18229
profundos,1893
progenitor,141
progenitores,69
programa,47481
programas,6594
progresivamente,250
prohibido,8903
prohibiendo,157
prohibieron,501
prohibir,834
prolijos,35
prolongada,469
prolongadas,57
promesas,5736
promete,3575
prometiendo,393
prometió,7665
prometo,43888
promocionar,442
prontas,23
pronto,142083
pronunciada,211
pronunciadas,111
propagadas,11
propaganda,2602
propagar,364
propensos,250
propia,54521
propiamente,549
propias,13196
propicia,129
propicio,389
propio,50381
propios,16635
proporciona,1027
proporcional,262
proporcionar,942
proporción,1215
proposicionalmente,0
proposiciones,320
propuesta,8145
propuso,2038
propósito,28172
prosper,72
prosperidad,1875
protectora,1176
protectoras,245
protegen,1836
protegerme,7646
protegido,5054
protegiéndose,132
protesta,3429
protestar,1600
provechoso,335
proveniente,713
provenzal,40
provincia,2411
provincias,987
provisiones,4359
provistas,29
provocaba,280
provocado,2330
provocan,827
proximidad,897
proximidades,171
proyecciones,1066
proyecta,464
proyectaba,103
proyectado,254
proyectando,313
proyectos,3517
proyectándose,32
prudente,3424
prueba,68077
prueban,1146
pruebas,45544
prácticamente,9245
prácticas,3216
príncipe,25457
próspero,844
próxima,50881
próximo,30388
psicológicas,462
psicólogo,2195
psiquiátrico,2661
publicada,407
publicado,2202
publicar,3182
publicaron,657
publicase,18
publicidad,8999
publico,2188
pude,48008
pudiera,40875
pudieran,5450
pudieron,8905
pudiese,4410
pudiesen,530
pudiéramos,6187
pudo,50524
pudor,384
pudriéndose,989
pueblo,83060
pueda,109954
puedan,18628
puede,676696
pueden,167870
puedo,880612
puente,27800
puentes,2347
pueriles,36
puerta,154597
puerto,11394
pues,167595
puesta,8044
puesto,65780
puestos,11287
pueyrredón,0
pulcritud,95
pule,118
pulida,150
pulirse,36
pulqui,4
punta,10276
puntas,1838
puntillas,682
puntillista,0
punto,107204
puntos,21934
puntual,2051
pupila,504
pura,14034
puramente,1163
pureza,2209
puse,21996
pusiera,2619
pusieron,11577
puso,34657
puñado,4458
puñal,1166
página,13081
páginas,6979
pájaro,14320
pájaros,10100
pálida,2264
pánico,11612
párpados,904
páseme,1778
pátina,48
pérdida,17062
pésima,1561
pícaro,639
pómulo,110
pómulos,380
púas,894
pública,9684
público,37229
públicos,2781
pútridas,6
pútrido,70
qaddish,0
que,15344832
quebrado,2175
quebrarla,84
quebrarse,372
queda,90813
quedaba,7636
quedaban,2187
quedado,18338
quedamos,14467
quedan,31158
quedar,29971
quedara,4909
quedarle,166
quedarme,59442
quedaron,5704
quedarse,50716
quedaría,5150
quedo,20301
quedé,12473
quedó,23834
queens,0
quejaba,710
quejas,5398
quemadura,1042
queremos,69136
querer,22689
querida,72176
querido,70561
queridos,8231
queriendo,3789
querrá,10946
querés,0
quería,233311
querían,17706
quien,222169
quienes,25622
quieran,13026
quiere,391510
quieren,115116
quiero,890427
quieto,19021
quietos,7110
quietud,495
quilombos,37
quince,9370
quinientas,437
quinta,6032
quirúrgicos,296
quise,36928
quisiera,57920
quiso,20436
quitado,5707
quitan,2090
quitar,11048
quitarles,1438
quitarnos,1946
quitó,5692
quizá,188489
quizás,135717
quién,631087
quiénes,27160
qué,4624001
químico,2914
rabia,5552
rabiosamente,17
racionalización,156
radiante,2082
rama,3835
ramificaciones,303
ramillas,7
ramitas,220
rapidez,2558
raquítico,88
rara,14577
raras,6135
raro,60956
raros,5379
rará,0
rarísima,92
rarísimas,74
rascar,368
rascará,31
rascábamos,1
rasgaba,34
rasgos,1630
rasguños,636
rastrillo,478
rastro,11842
rasura,21
rasurada,93
rasurarse,88
rasurándose,2
ratito,1877
rato,39477
raya,5162
rayo,10502
razas,1648
razones,19305
razón,208115
raíz,3373
re,12505
reaccionar,2387
reacción,10915
real,66607
reales,10658
realidad,109964
realiza,1546
realizaba,309
realmente,197439
reanimado,80
reaparece,167
reaparecen,39
reaparecer,173
reaparición,192
rebajando,112
rebeca,640
rebecca,6529
rebeldía,493
rebotó,482
recaídas,95
receta,6121
rechazo,3209
rechinar,137
recibido,20170
recibiendo,6044
recibieron,2356
recibir,19855
recibió,11699
recibía,1336
recientemente,8786
recién,16626
reclama,1064
reclamaba,112
reclamación,642
reclamo,1239
reclinada,22
recogido,2240
recogió,2272
recoletas,0
recomiendo,4297
reconoce,6552
reconocen,1481
reconocerla,536
reconocidas,95
reconocidos,377
reconocieron,444
reconocimiento,7175
reconocí,2668
recordamos,1378
recordar,26609
recordé,2380
recorrer,3024
recorrida,193
recorrido,4298
recorriendo,1245
recorrieron,136
recorrí,446
recorría,192
recostado,326
recosté,70
recostó,65
recoveco,29
recreo,1944
recta,3033
rectamente,29
rectas,399
recuerda,54951
recuerde,10145
recuerdo,82959
recuerdos,19091
recuperando,1604
recuperar,16696
recuperarse,3338
recupere,2883
recuperó,1873
recurrir,1973
recurso,2421
recursos,9416
recámara,991
recóndita,24
recónditos,62
red,25671
redacté,103
redes,2316
redoblar,88
redoble,343
redobló,4
redonda,2563
redondo,1604
redondos,499
reducida,794
reducido,2227
reduciendo,663
reductos,22
reemplazada,311
reemplazó,504
referencias,2904
referirme,258
referiré,54
refiere,13318
refiero,26795
refleja,1779
reflejaba,274
reflejaban,71
reflejo,3596
reflejándose,112
reflexionado,300
reflexionamos,48
reflexionando,259
reflexionar,1656
reflexiones,340
reflexivos,14
reflexión,853
refregar,36
refriega,254
refutación,181
refutarlas,10
rega,18
regalaba,224
regalando,606
regalo,44055
regazo,1673
regimiento,4548
registrado,4336
registrar,3111
registraron,766
registros,10639
región,5905
regla,15302
regresar,46347
regreso,38607
regulan,100
regular,3174
regulares,1213
rehenes,7238
reinar,568
reino,16270
reinos,1305
reiteración,8
reja,1359
rejas,2808
relacionada,1620
relacionadas,1181
relaciones,19737
relación,43561
relajaba,64
relajarse,4459
relamiéndose,32
relataba,40
relato,2013
relatos,722
relente,1
relevante,2375
religiosa,3374
relincho,55
reliquia,1396
relleno,2363
reloj,26984
reluciente,837
relucir,742
relumbraban,0
relámpago,2320
remate,1765
remediara,1
remedios,978
remera,885
remotamente,1241
remoto,3812
removía,16
remueven,34
renacer,752
renovar,1014
renovarlo,194
renovó,115
reojo,279
reparaba,87
reparados,128
repasando,712
repasó,28
repatriación,148
repentina,1656
repentinamente,2484
repeticiones,406
repetición,1432
repetir,5781
repetirse,1066
repetía,568
repintaron,9
repisa,817
repite,4533
repitió,382
replegó,11
repleto,1330
reposeras,0
represaliados,0
represalias,1114
representan,2235
representaran,31
represiva,48
represivas,39
reproche,437
reproducción,1309
reproductor,855
reproductores,260
repugnante,5789
repulsivas,117
requieren,1848
resbalando,293
resbalar,307
resbaló,1086
rescata,312
rescate,12974
resentimiento,1427
reserva,10685
reservas,4007
resfriados,219
resguardar,107
resguardo,695
residencia,6719
residuos,2028
resistencia,10022
resistir,5554
resistirán,180
resisto,564
resolución,2298
resolver,16751
resolví,706
resonando,81
resonantes,22
resoplando,110
respaladar,0
respaldar,539
respectivas,204
respecto,30987
respetada,545
respetar,4503
respeto,35221
respiración,6554
respirar,16479
respiraron,47
respiratorios,368
resplandece,281
resplandecía,71
resplandor,1331
responder,14610
respondió,3400
respondí,1273
respondía,683
respuesta,50516
respuestas,15804
restantes,1190
restauración,969
restaurado,542
restaurante,23460
restauraron,53
resto,68339
restos,9302
resucitando,69
resuelta,496
resuelto,6607
resulta,23433
resultaba,896
resultaban,85
resultado,19168
resultados,16553
resultar,3047
resumen,3269
resumir,601
retaguardia,1723
retardado,1741
retener,1711
retirando,858
retorcían,21
retozar,98
retoño,225
retrasada,1397
retrato,5569
retraída,87
retrocede,5129
retrocediendo,577
retrocediera,43
retrotraído,1
retrovisor,599
retumba,155
reumatismo,342
reumática,88
reumáticos,10
reunidos,2609
reuniera,204
reuniones,6901
reunió,1846
revela,2295
revelaciones,790
revelación,2458
revelan,906
revelando,481
revelar,3948
reveló,1697
reventada,206
reversión,145
revierten,15
revista,14450
revistas,6032
revisó,949
revivir,1627
revolotean,122
revolvió,167
revolvía,40
revés,8303
revólver,4830
reyes,8970
rezando,2991
reía,1690
reían,700
reír,9401
reírnos,1139
reírse,4168
rhodesia,0
rica,10438
rico,30680
ricos,13762
ridícula,4797
ridículamente,349
ridículas,968
ridículo,27129
rieles,514
riendo,5379
rieran,115
rigen,246
rigidez,365
riguroso,525
rincón,4390
rio,3861
risa,8296
risas,2271
ritmo,13844
ritos,840
ritual,4891
rivadavia,0
rival,3434
river,3414
riéndonos,417
riéndose,2575
riñas,323
riñón,3552
robarles,941
roberto,2930
robusta,307
rocío,1078
rodea,3049
rodeaba,394
rodeada,2387
rodeado,5773
rodeados,2675
rodean,2013
rodeando,962
rodilla,5307
rodillas,13065
rodolfo,447
rodó,1032
rogaba,248
rogó,750
roja,19892
rojas,5702
rojo,32953
rojos,5940
romas,17
rompe,7472
rompecabezas,3130
romper,17939
romperle,2230
rompieran,193
rompieron,2671
rompí,4794
románticos,1003
roncaba,162
roncar,368
ronda,7860
ronquidos,254
ronronear,54
ropa,66445
ropero,752
roque,449
rosa,17090
rosada,793
rosadas,406
rosado,1906
rosados,388
rosal,246
rosas,8155
rosca,483
rostro,17161
rostros,2708
rota,7820
rotación,1489
rotas,2380
roto,21462
rotundamente,587
royal,2075
royeron,6
rozarme,56
rozará,9
roída,24
roído,57
rubia,8868
rubio,5051
rubí,897
ruda,1033
rudo,4472
rueca,71
rueda,8655
ruedas,10108
ruego,15989
ruegos,277
rugían,16
ruido,25832
ruidos,3665
ruina,3783
ruinas,3868
ruindad,8
ruiz,926
rumbo,10948
rumor,6037
rumores,10452
rural,942
ruta,13380
rutina,7594
rábano,488
rápida,11447
rápidamente,14438
rápidas,1448
rápido,154898
rápidos,3771
récord,4451
rígida,618
rígidamente,33
rígido,1200
rígidos,338
río,35783
ríos,2812
sabe,312220
sabedor,19
sabemos,91067
saben,94285
saber,217487
sabiduría,6105
sabiendo,8190
sabor,8871
saborear,1109
sabía,162386
sabíamos,9043
sabían,11099
saca,18956
sacaban,495
sacado,12364
sacados,403
sacamos,5276
sacar,37974
sacarle,9098
sacaron,5723
sacarse,1560
saco,14078
sacos,1988
sacude,1116
sacuden,174
sacudida,925
sacudido,466
sacudiendo,418
sacudiéndose,118
sacudió,622
sacudía,169
sacándose,138
sacó,12043
sadismo,189
saer,0
saetas,19
sagrada,4742
sainthilaire,0
sal,51709
sala,42791
salario,5571
salarios,1152
salas,2396
saldría,3338
saldrían,476
sale,45050
salen,12146
salero,180
salga,30217
salida,34048
salido,26409
saliendo,23499
saliera,4563
salieron,8677
salimos,14029
salir,178118
saliva,2306
salió,43519
salmo,364
salpicada,117
salpicados,51
salta,9576
saltamos,1104
saltan,1025
saltando,2969
saltar,13555
saltaron,707
saltitos,105
salto,9907
saltos,1724
saltó,4180
salud,37682
saluda,6286
saludaba,249
saludable,6029
saludar,5573
saludarme,826
saludo,4433
saludó,434
salvación,5036
salvado,9918
salvaje,13910
salvajes,8052
salvan,483
salvar,37809
salvo,50685
salí,12990
salía,7203
salíamos,1074
salían,1897
salón,15311
san,38216
sana,4625
sandokán,0
sangre,115990
sanguchitos,0
sano,8162
sanos,2122
santa,25372
saquean,163
saqué,7134
sara,12415
sargento,40930
sarmiento,23
sastre,2132
satisfacción,3939
satisfactoria,701
satisfactorio,1225
satisfecho,6435
satélite,6936
sauces,254
savia,493
se,3427806
sea,383306
seamos,12188
sean,49162
seas,62772
seca,5809
secas,1724
secos,1854
secreta,10392
secretamente,1257
secreto,61250
secretos,21613
secuestrados,796
secuestrando,488
secuestro,6995
secuestros,1048
secundaria,11961
secundario,2887
secó,419
seda,5276
seguida,5653
seguido,13313
seguime,0
seguir,83845
segunda,38714
segundo,96891
segundos,43908
segura,77810
seguramente,22726
seguridad,83218
seguro,314707
seguros,21496
seguí,7073
seguía,8391
seguíamos,539
seguían,2068
según,40930
seis,83789
seleccionada,220
seleccionado,914
seleccionando,133
selección,3209
selecto,448
semana,138581
semanas,72893
sembraba,28
sembrado,453
semejante,6394
semejantes,1357
semejanza,651
semilla,2759
semillas,3908
semillero,88
semivacío,19
semántica,341
sena,624
sencillamente,3018
sencillez,444
sencillo,14168
sendero,3112
seno,1970
senos,3830
sensación,16181
sensibilidad,2622
sensible,8601
sensoriomotrices,0
sensual,2964
sentaba,1975
sentada,9248
sentadas,706
sentadita,40
sentado,23439
sentados,7219
sentar,4739
sentaron,564
sentarse,18558
sentido,84816
sentidos,4677
sentimiento,10414
sentimientos,25301
sentir,49195
sentirse,16079
sentí,22333
sentía,19380
sentían,1049
sentó,2947
sepamos,3920
separa,2603
separada,1147
separadamente,107
separados,5966
separamos,3182
separarnos,6207
separarse,2497
separábamos,46
separé,468
septiembre,8369
sequía,1178
ser,841735
sereno,1037
serenos,78
seres,13021
seriamente,5509
serie,19307
seriedad,1218
series,1597
serio,196522
serios,4349
serlo,26850
serodino,0
servicio,46966
servidumbre,676
servirse,569
será,262797
serán,33680
sería,154638
seríamos,2904
serían,8253
sesenta,3545
setecientas,69
setenta,2695
setiembre,369
sexo,57657
sexos,510
sexto,4315
sexual,17290
seña,653
señal,44897
señalado,669
señalan,491
señalar,1722
señalé,198
señaló,737
señas,1774
señor,603166
señora,144552
señores,30755
señorial,119
señorita,67232
señorío,141
shell,878
sherrington,0
si,2646232
sido,274480
sidra,845
siemens,85
siempre,469504
sien,620
siendo,69450
sienta,17080
siente,57470
sienten,9078
siento,525987
sierra,5103
sierras,522
siesta,4801
siete,48573
sigan,16977
sigilosamente,507
siglo,15900
siglos,9024
significa,132838
significado,8770
signo,4663
signos,5948
sigo,29083
sigue,121351
siguiendo,14167
siguiente,53773
siguientes,5749
siguiera,2259
siguieran,663
siguieron,2971
siguiéndome,1786
siguió,7663
silbando,441
silbantes,16
silbido,740
silencio,47568
silenciosa,2243
silenciosamente,987
silenciosas,319
silencioso,3391
silla,24316
sillas,4450
sillones,313
sillón,2807
silueta,699
siluetas,172
silvestre,852
silvia,953
simbolista,30
simbólica,334
simbólicas,59
similares,2961
simpatía,2278
simple,36593
simplemente,68899
simples,4758
simplicidad,538
simplifica,204
simplificar,340
simpática,2855
simulan,98
simétrico,104
sin,512193
sinagoga,632
sinceridad,2531
sindicales,257
sindicatos,1293
sinfonía,1383
sinfín,232
sinfónicas,44
singapur,1654
singulares,172
siniestra,749
sino,63866
sintiendo,5265
sintiéndolo,194
sintiéndome,1215
sintió,6508
siquiera,124825
sir,20163
sirena,3295
sirven,6947
sirvienta,2793
sirviente,3885
sirvientes,3306
sirviera,525
sistema,57322
sistemas,11416
sistematización,5
sistemática,235
sitio,74004
situación,54669
situada,554
situado,897
sivan,0
soberana,506
sobrada,25
sobre,492202
sobresaltada,43
sobresaltos,110
sobretodo,1367
sobreviven,1202
sobrevivir,17779
sobrina,5509
sobrino,8994
sobrinos,877
social,14782
sociedad,21790
society,0
socios,7599
sofá,10901
sol,51626
sola,87989
solamente,26454
solapa,390
solapas,105
solas,15495
soldados,30170
soledad,6130
soledades,48
soles,661
solicitado,1691
solidaridad,1015
solitaria,4214
sollozando,182
solo,466430
solos,24646
solté,530
soltó,1924
solución,15258
solía,29928
sombra,13576
sombras,7287
sombrero,22145
sombreros,3110
sombrío,1099
someterla,166
sometida,408
sometido,1017
sometidos,350
somos,169339
son,755637
sonaba,3634
sonaban,322
sonar,8227
sonaron,254
soneto,283
sonetos,194
sonia,3479
sonido,21943
sonidos,3951
sonreí,283
sonreía,753
sonreímos,94
sonreírme,146
sonriendo,3870
sonriente,1341
sonriera,168
sonrisa,14102
sonrisas,1804
sonrió,1319
sonrojó,42
sonríe,7174
sonrío,687
soplaba,325
soplando,854
soplar,1138
soplete,530
sopor,95
soportar,13055
sorda,2044
sordo,5804
sordos,1304
sorprendente,8379
sorprendentes,954
sorprenderlos,770
sorprendernos,502
sorprendido,7808
sorprendí,923
sorprendía,198
sorpresa,39653
sorpresivamente,197
sos,5378
sosegada,49
soslayé,2
sospecha,6180
sospechaba,1632
sospechado,616
sospechas,3813
sospeche,508
sospechosos,7105
sostener,3222
sostenerse,586
sostenido,749
sosteniéndolo,116
soy,854588
soñado,4973
soñar,5430
soñara,89
soñolienta,37
soñé,4982
sporting,67
ss,0
st,0
station,0
status,997
studebaker,0
su,2164732
suave,13368
suavemente,3025
suavidad,1115
sube,27148
suben,2156
subiendo,6865
subieron,1698
subir,26935
subió,5590
submarino,5936
subnormal,430
subo,3697
subraya,78
subrayar,144
subte,0
subterránea,876
subterráneas,340
subvariedad,0
subvariedades,0
subversiva,252
subversivos,256
subí,2751
subía,1153
subíamos,125
subóptima,0
succión,1174
sucedido,10914
sucedía,1467
sucesivas,128
sucesión,981
sucesos,2006
sucia,9185
sucias,3329
suciedad,2358
sucio,17597
sucios,4939
sudaba,177
sudor,3634
suegra,2142
sueldos,853
suele,8178
suelen,4643
suelo,43834
sueltas,1663
suelto,6296
suena,60007
suerte,150072
sueño,62583
sueños,34593
suficiente,114076
suficientemente,19408
suficientes,12290
sufre,5911
sufrido,8097
sufrimiento,8538
sufrimientos,767
sufrían,206
suicidarse,6851
suipacha,0
sujeta,3124
sujetaba,275
sujetaban,78
sujetando,689
sujeto,17448
suma,6291
sumado,314
sumamente,3858
suman,528
sumergirnos,341
sumisión,659
summers,1182
sumándose,26
suntuosa,93
supe,22280
supera,2502
superación,100
superan,990
superficial,2970
superficialmente,136
superficie,11661
superiores,5544
supermercado,3689
superstición,1312
supervivencia,5045
supiera,15013
supieran,2643
supieron,1685
supiese,1497
suplicaba,194
suplicaban,30
suplicios,43
supo,10217
suponerme,2
supongo,138203
suponía,13050
supremacía,546
suprimido,234
suprimiendo,85
supuestamente,4651
supuesto,133681
supuestos,680
sur,35792
surco,142
surge,2358
surgen,975
surgimiento,192
surgió,3047
surrealista,550
surtidos,76
sus,629503
susana,529
suscitado,78
suspendido,2792
suspendió,501
suspiro,1393
suspiré,35
sustancia,3204
sustituir,1205
susto,5793
susurró,440
sutil,3075
sutilísima,1
suya,27118
suyo,31538
suyos,8194
suárez,356
suéltenme,6270
sábado,18169
sábados,2402
sábanas,4872
sálvanos,965
sáquenle,365
sé,973819
sí,2382098
símbolo,7633
símbolos,3100
símiles,30
síncope,158
sólidas,623
sólido,3300
sólo,914611
sórdido,619
sótano,13187
súbitamente,549
súbitas,25
súbito,321
súplica,532
ta,2473
tabaco,6046
tablas,2264
tacita,178
taco,1934
tacos,2229
tacto,2237
tait,0
tajo,487
tal,338208
tales,5083
taller,6419
talleres,518
talones,1683
tamaño,17202
tambalea,344
tambaleándose,382
también,497150
tampoco,91575
tan,614320
tanque,10385
tanta,26290
tantas,20447
tanteo,96
tanto,215131
tantos,20794
tapaba,163
tapaban,51
tapada,340
tapara,43
tapial,1
tapó,330
tararear,213
tarascones,0
tarascón,0
tarda,3917
tardan,1352
tardaron,1004
tarde,210043
tardecita,17
tardes,22177
tardó,1639
tarea,15990
tareas,5871
tarjetas,8417
tarta,6872
tarzán,1911
tatuaría,9
taxi,27226
taxis,2244
taza,14312
tchaikovsky,199
te,3548256
teatral,1345
teatro,20152
techo,18940
techos,1147
tecla,563
tecnología,15100
tejado,5128
tejas,1451
tejer,772
tejido,5146
tejía,48
tela,4138
telar,192
telas,985
televisión,22633
televisor,3547
telgopor,0
telmo,223
teléfono,93395
teléfonos,7432
telón,1642
tema,34724
temblaba,551
temblando,3653
temblor,1138
temblorosos,105
temer,6476
temiendo,792
temporal,8375
temporarios,78
temprano,36424
temía,6236
temían,591
tenacillas,36
tenazmente,61
tendencia,2267
tenderá,48
tendió,1171
tendrá,49684
tendría,36271
tendríamos,8058
tendrían,4535
tenebroso,1404
tenemos,512329
tener,286702
tenerlo,20040
tenerlos,5522
tenerse,429
tenga,82999
tengamos,15985
tengan,23520
tengas,46574
tengo,1051230
tenido,97591
tenidos,98
tenis,5481
tensas,434
tensión,8073
tenso,2803
tentación,3201
tentativas,156
tenue,520
tenues,144
tenía,282115
tenían,31283
teoría,18936
terapeuta,3611
tercer,17318
tercera,17766
tercero,6708
tercio,2111
terciopelos,11
termina,20701
terminaba,1061
terminaban,265
terminada,2635
terminado,47344
terminando,2919
terminante,76
terminar,41595
terminara,2053
terminaran,326
terminará,6230
terminaría,1630
termine,17303
terminología,224
terminé,9599
terminó,26574
ternura,1955
terraza,3066
terrible,43965
terriblemente,5011
terribles,6605
terror,8550
terrorismos,1
tesoros,2996
testigos,16146
testimonio,6819
testimonios,1144
textos,1278
teñirme,129
teóricos,292
theresa,0
tibia,1626
tibio,1181
tidy,0
tiempo,595700
tiempos,29885
tienda,46686
tiende,1838
tiene,897199
tienen,230669
tierno,4505
tiernos,709
tierra,118641
tierras,12154
tigre,7882
tigres,2541
tijeras,3461
times,6005
tinieblas,2343
tintinear,66
tintineo,247
tintineos,0
tinto,1942
tipo,287913
tira,15002
tiraban,396
tirado,8502
tiran,2052
tirantes,682
tirar,14001
tiro,25909
tiró,6778
tirón,1127
tiñó,157
tobillos,1810
toca,32046
tocaba,4422
tocar,31949
tocaran,350
tocarla,4640
tocarle,1489
tocarlos,1020
tocará,1891
tocó,7162
toda,235858
todas,246616
todavía,164848
todo,1378062
todos,769889
tolerancia,1795
tolerar,2424
tomaba,3877
tomadas,1452
tomado,25442
tomamos,12258
tomando,23810
tomar,110426
tomaran,635
